product,pct_resolved,pct_maintained,pct_reversed,pct_other_outcome,pct_withdrawn
Death,0.8493506493506493,0.3730886850152905,0.039755351681957186,0.5902140672782875,0.03626943005181347
TPD,0.7925860547219771,0.3389012620638456,0.06421677802524128,0.5968819599109132,0.05119152691968226
Trauma,0.8119834710743802,0.5139949109414759,0.043256997455470736,0.44274809160305345,0.07024793388429752
DII,0.8570911066835718,0.3319949281487743,0.042476754015215556,0.6255283178360102,0.046368411519652236
CCI,0.9324324324324325,0.14492753623188406,0.0,0.855072463768116,0.0
Funeral,0.9227642276422764,0.2422907488986784,0.022026431718061675,0.73568281938326,0.036585365853658534
Accident,0.9398496240601504,0.6,0.032,0.376,0.014925373134328358
